Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Developer,Rating
Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.12,53,8.1,Hydravision,M
One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games,0.12,,,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games,0.12,,,,
NHL 2002,GBA,2002,Sports,Electronic Arts,0.12,,,BudCat,E
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,Namco Bandai Games,0.12,,,,
Etrian Odyssey V,3DS,2016,Role-Playing,Atlus,0.12,,,,
Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft,0.12,49,5,Ubisoft,E
Wild Earth: African Safari,Wii,2008,Simulation,Majesco Entertainment,0.12,60,,Super X Studios,E
Echo Night,PS,1998,Adventure,From Software,0.12,,,,
Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0.12,,,,
Record of Agarest War Zero,PS3,N/A,Strategy,Ghostlight,0.12,50,6.7,Compile Heart,T
Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.12,,,,
Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,0.12,,,,
Rocksmith,PC,N/A,Misc,Unknown,0.12,78,8.1,Ubisoft,T
Backyard Baseball '09,DS,2008,Sports,Atari,0.12,,,Humongous Entertainment,E
James Bond 007: Legends,WiiU,2012,Shooter,Activision,0.12,,,,
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.12,62,7.7,Spike,M
The King of Fighters '94,NG,1994,Fighting,SNK,0.12,,,,
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008,Adventure,Tecmo Koei,0.12,,,,
All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0.12,,,,
The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.12,,,,
Reader Rabbit Kindergarten,Wii,2010,Misc,Graffiti,0.12,,,Graffiti Entertainment,E
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.12,78,7,Infinite Interactive,E10+
Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,0.12,64,8.4,Ubisoft,E
Guardian's Crusade,PS,1998,Role-Playing,Activision,0.12,,,,
MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,Namco Bandai Games,0.12,,,,
Lego Star Wars: The Force Awakens,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.12,,7.8,TT Games,E10+
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.12,77,7.3,Nippon Ichi Software,T
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.12,70,7.2,Activision,E
Gundam Breaker 3,PSV,2016,Action,Namco Bandai Games,0.12,,,,
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.12,66,7.7,SCEA,E
The Ant Bully,GC,2006,Platform,Midway Games,0.12,51,,Artificial Mind and Movement,E10+
M&M's Kart Racing,DS,2008,Racing,Zoo Digital Publishing,0.12,,,,
Bomberman Party Edition,PS,1998,Puzzle,Virgin Interactive,0.12,79,8.3,Metro,E
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0.12,68,7.5,Activision,E10+
SingStar Vol. 3,PS3,2008,Misc,Sony Computer Entertainment,0.12,,,,
Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.12,49,4.9,4J Studios,E
My Fitness Coach: Club,PS3,2011,Sports,Ubisoft,0.12,,,,
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,0.12,59,7,Deep Fried Entertainment,E
Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0.12,,,,
Summon Night 3,PSP,2012,Role-Playing,Namco Bandai Games,0.12,,,,
O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,0.12,,,,
Madden NFL 06,DS,2005,Sports,Electronic Arts,0.12,66,6.3,Exient Entertainment,E
Rango: The Video Game,Wii,2011,Action,Electronic Arts,0.12,52,,Behaviour Interactive,E10+
Break 'Em All,DS,2005,Puzzle,D3Publisher,0.12,68,,Warashi,E
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,N/A,Strategy,N/A,0.12,,,,
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007,Shooter,Namco Bandai Games,0.12,,,,
San Goku Shi V,SAT,1996,Strategy,Tecmo Koei,0.12,,,,
Red Faction II,XB,2003,Shooter,THQ,0.12,74,5.8,Outrage Games,M
Go! Sudoku,PSP,2005,Puzzle,Sony Computer Entertainment,0.12,,,,
Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0.12,,,,
Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games,0.12,,,Harmonix Music Systems,T
Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.12,73,8.4,Beep Industries,T
Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,0.12,,,Disney Interactive Studios,E
Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0.12,,,,
Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment,0.12,66,6.8,SCEE,T
Kaijuu Busters,DS,2009,Action,Namco Bandai Games,0.12,,,,
Blackwater,X360,2011,Shooter,505 Games,0.12,37,4.5,Zombie Studios,T
Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.12,46,6.8,Next Level Games,T
Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software,0.12,,7,Eutechnyx,E
Moshi Monsters: Katsuma Unleashed,DS,2013,Action,Activision,0.12,,,Black Lantern Studios,E
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,0.12,,,,
Chase: Hollywood Stunt Driver,XB,2002,Racing,BAM! Entertainment,0.12,60,7.4,I-Imagine,T
Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games,0.12,,,,
Thor: God of Thunder,DS,2011,Action,Sega,0.12,64,7.2,WayForward,E10+
The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.12,67,8.4,Black Ops Entertainment,M
Touch My Katamari ,PSV,2011,Puzzle,Namco Bandai Games,0.12,69,7.4,Bandai Namco Games,E10+
PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,0.12,86,7.9,Q-Games,E
Saru! Get You! Million Monkeys,PS2,N/A,Platform,Unknown,0.12,,,,
Legend of the Guardians: The Owls of Ga'Hoole,DS,2010,Action,Warner Bros. Interactive Entertainment,0.12,33,,Tantatus,E10+
Ben 10 Galactic Racing,Wii,2011,Racing,D3Publisher,0.12,,,Monkey Bar Games,E
Curious George,PS2,2006,Action,Namco Bandai Games,0.12,53,7.7,Monkey Bar Games,E
Killer is Dead,X360,2013,Action,Deep Silver,0.12,64,7.2,Grasshopper Manufacture,M
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0.12,76,7.4,Big Ant Studios,E
Megamind: Ultimate Showdown,X360,2010,Action,THQ,0.12,33,4.3,THQ Australia,E10+
Zathura,PS2,2005,Adventure,Take-Two Interactive,0.12,43,2,High Voltage Software,E10+
Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,Role-Playing,Rocket Company,0.12,,,,
Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,Tecmo Koei,0.12,75,8.1,Gust,
Mytran Wars,PSP,2009,Strategy,Deep Silver,0.12,68,8.8,Stormregion,T
Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games,0.12,,,,
NCIS,PS3,2011,Adventure,Ubisoft,0.12,50,4,Ubisoft,T
Undead Knights,PSP,2009,Action,Ubisoft Annecy,0.12,63,8,Now Production,M
Ninja Reflex,Wii,2008,Action,Electronic Arts,0.12,49,6,Sanzaru Games,E10+
Cel Damage,XB,2001,Racing,Electronic Arts,0.12,65,8.4,Pseudo Interactive,T
Lovely Lisa,DS,2007,Simulation,DHM Interactive,0.12,,,Takara Tomy,E
Dance Paradise,X360,2010,Misc,Mindscape,0.12,59,,"Mindscape Inc., Mindscape",T
SSX 3,GBA,2003,Sports,Electronic Arts,0.12,63,,Visual Impact,E
Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,Namco Bandai Games,0.12,,,,
Supremacy MMA,PS3,2011,Fighting,505 Games,0.12,47,6.5,Kung Fu Factory,M
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Namco Bandai Games,0.12,,,,
The God of War Trilogy,PS3,2010,Action,Sony Computer Entertainment,0.12,,,,
Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games,0.12,59,6.2,"Game Arts, Japan Art Media (JAM)",E10+
Breakdown,XB,2004,Adventure,Electronic Arts,0.12,71,8.2,Namco,M
Rush,PSP,2006,Racing,Midway Games,0.12,55,,Midway Studios - Newcastle,T
Ecco the Dolphin,GEN,1992,Adventure,Sega,0.12,,,,
Solitaire & Mahjong,Wii,2009,Puzzle,Crave Entertainment,0.12,,,,
Venetica,PS3,2010,Role-Playing,DTP Entertainment,0.12,47,6.5,Deck 13,T
Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames,0.12,72,8.8,Infogrames,E
Horse Life,DS,2007,Simulation,Game Life,0.12,68,,Neko Entertainment,E
Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,0.12,80,8.2,Kuju Entertainment,E
Robinson: The Journey,PS4,2016,Action,Crytek,0.12,65,6.9,Crytek,
Conduit 2,Wii,2011,Shooter,Sega,0.12,64,7.6,High Voltage Software,T
Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft,0.12,,,,
Zenses: Rainforest,DS,2008,Puzzle,Game Factory,0.12,59,,Shin'en,E
Backyard Baseball '10,DS,2009,Sports,Atari,0.12,,,Mistic Software,E
Rise of the Tomb Raider,PC,2016,Adventure,Square Enix,0.12,86,7.9,"Crystal Dynamics, Nixxes Software",M
The Lord of the Rings: Aragorn's Quest,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.12,,,TT Fusion,E10+
X2: Wolverine's Revenge,GC,2003,Platform,Activision,0.12,62,6.6,GenePool,T
Cabela's Dangerous Hunts 2011,DS,2010,Sports,Activision,0.12,,,Activision,T
Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega,0.12,83,8,Sega,T
Deadliest Catch: Sea of Chaos,Wii,2010,Sports,Crave Entertainment,0.12,,,Crave,E10+
McDROID,Wii,2011,Strategy,Namco Bandai Games,0.12,,,,
Destiny: The Collection,XOne,2016,Shooter,Activision,0.12,,,Bungie,T
Lego Star Wars: The Force Awakens,X360,2016,Action,Warner Bros. Interactive Entertainment,0.12,,6.9,TT Games,E10+
Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0.12,,,,
Showdown: Legends of Wrestling,XB,2004,Fighting,Acclaim Entertainment,0.12,57,,Acclaim,T
Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,0.12,28,4.9,Santa Cruz Games,E
My Farm Around the World,DS,2008,Simulation,Atari,0.12,,,BIP Games,E
Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games,0.12,,,,
SpongeBob's Surf & Skate Roadtrip,DS,2011,Action,THQ,0.12,,,,
Farming Simulator 17,XOne,2016,Simulation,Focus Home Interactive,0.12,65,,Giants Software,E
Dishonored 2,PC,2016,Action,Bethesda Softworks,0.12,86,6,Arkane Studios,M
NASCAR Unleashed,X360,2011,Racing,Activision,0.12,,,Firebrand Games,E
The Smurfs 2,X360,2013,Platform,Ubisoft,0.12,,5.4,WayForward,E
Street Hoops,GC,N/A,Sports,Unknown,0.12,56,7.3,Black Ops Entertainment,T
Backyard Sports Football: Rookie Rush,Wii,2010,Sports,Atari,0.12,,,,
Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision,0.12,,,,
Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,0.12,,,,
Densha De Go! 64,N64,1999,Simulation,Taito,0.12,,,,
NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,0.12,,,,
Earthworm Jim 3D,N64,1999,Platform,Interplay,0.12,,,,
NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.12,44,7.3,FUN Labs,E10+
Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,Atlus,0.12,,,,
Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust,0.12,70,6.7,Gust,E10+
WRC: FIA World Rally Championship,X360,N/A,Racing,Black Bean Games,0.12,66,6,Milestone S.r.l,E10+
PBR: Out of the Chute,Wii,2008,Sports,Crave Entertainment,0.12,,,,
WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.12,61,6.6,Amaze Entertainment,T
Godzilla: Destroy All Monsters Melee,XB,N/A,Fighting,Unknown,0.12,71,6.8,"Pipeworks Software, Inc.",T
College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.12,70,7.3,2K Sports,E
Sega Soccer Slam,PS2,2002,Sports,Sega,0.12,66,,Black Box,E
Dragon Quest Builders: Revive Alefgard,PS3,2016,Role-Playing,Square Enix,0.12,,,,
Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive,0.12,,,Take-Two Interactive,E
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005,Racing,THQ,0.12,,,,
DiRT 2,DS,2009,Racing,Codemasters,0.12,73,,Firebrand Games,E
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,Namco Bandai Games,0.12,,,,
Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.12,,,EM Studios,E
Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0.12,,,,
Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,0.12,,,Super X Studios,E10+
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.12,74,8.7,SuperVillain Studios,T
MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.12,70,,Radical Entertainment,
Burning Road,PS,1996,Racing,FunSoft,0.12,,,,
Sonic Adventure 2,DC,2001,Platform,Sega,0.12,89,8.6,Sonic Team,E
IndyCar Series,PS2,2003,Racing,Codemasters,0.12,69,,Codemasters,E
Slayers,SNES,1994,Role-Playing,Banpresto,0.12,,,,
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,0.12,,,,
Space Chimps,PS2,2008,Platform,Brash Entertainment,0.12,,6.6,Red Tribe,E10+
Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,0.12,,,,
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games,0.12,,,,
Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,0.12,,,,
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.12,39,2.1,Robomodo,T
Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.12,65,5.8,Acclaim Studios Manchester,M
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.12,45,6.5,"Prope, Kadokawa",E10+
The Daring Game for Girls,DS,N/A,Adventure,Unknown,0.12,,,WXP,E
Yakuza Kiwami,PS3,2016,Adventure,Sega,0.12,,,,
DreamWorks Super Star Kartz,3DS,2011,Racing,Activision,0.12,,,Activision,E
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.12,83,8.3,Farsight Studios,E10+
Ultimate Card Games,GBA,2003,Misc,Telegames,0.12,87,,Cosmigo,E
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,Konami Digital Entertainment,0.12,,,,
NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.12,,3.4,2K Games,E
Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,0.12,64,6.8,Ubisoft Vancouver,E
Overlord: Raising Hell,PS3,2008,Action,Codemasters,0.12,72,7.7,4J Studios,T
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005,Adventure,Konami Digital Entertainment,0.12,,,,
Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.12,36,2.1,Seven45 Studios,T
Mountain Sports,Wii,2009,Sports,Activision,0.12,,,Activision,E
Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.12,63,,Infinite Interactive,E
Skylanders: SuperChargers,3DS,2015,Action,Activision,0.12,,,Vicarious Visions,E10+
Monster Jam: Path of Destruction,X360,2010,Racing,Activision,0.12,,5,Virtuos,E
The Bible Game,GBA,2005,Misc,Crave Entertainment,0.12,,,Crave,E
NFL Head Coach,XB,2006,Sports,Electronic Arts,0.12,69,7.1,EA Tiburon,E
Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,0.12,,,"Disney Interactive Studios, Land Ho!",E
Medarot 4: Kabuto / Kuwagata Version,GB,2001,Role-Playing,Imagineer,0.12,,,,
Deca Sports Extreme,3DS,2011,Sports,Hudson Soft,0.12,52,,Hudson Soft,E
Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,0.12,,3.4,Data Design Interactive,E
Major League Baseball 2K6,PSP,N/A,Sports,Unknown,0.12,69,,Visual Concepts,E
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010,Shooter,Namco Bandai Games,0.12,,,,
Deepak Chopra's Leela,X360,2011,Misc,THQ,0.12,,3.5,Curious Pictures,E
"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005,Platform,Midway Games,0.12,,,Artificial Mind and Movement,E
Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,0.12,65,6.9,Capcom,T
One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,0.12,,,,
Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,0.12,76,7.6,Toys for Bob,E
Akuji the Heartless,PS,1998,Platform,Eidos Interactive,0.12,,,,
NBA 2K2,GC,2002,Sports,Sega,0.12,90,8,Visual Concepts,E
Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.12,,,,
Psychonauts,XB,2005,Platform,THQ,0.12,88,9,Double Fine Productions,T
Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,0.12,,,,
Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment,0.12,36,5.6,Acclaim,E
Uta no * Prince-Sama: All Star,PSP,2013,Action,Broccoli,0.12,,,,
HardBall 5,PS,1996,Sports,SPS,0.12,,,,
Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,Playlogic Game Factory,0.12,39,8.1,WideScreen Games,T
MLB Inside Pitch 2003,XB,2003,Sports,Microsoft Game Studios,0.12,,,,
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,0.12,,,,
Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,0.12,59,,Zeroscale,E
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.12,74,7.9,Access Games,T
Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,0.12,,,,
nail'd,PS3,2010,Racing,Deep Silver,0.12,66,6.2,Techland,E10+
Legends of Wrestling II,GC,2002,Fighting,Acclaim Entertainment,0.12,59,,Acclaim,T
Lost Magic,DS,2006,Role-Playing,Ubisoft,0.12,68,8.2,Taito Corporation,E
A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Namco Bandai Games,0.12,,,,
Jaws: Ultimate Predator,3DS,2011,Action,Majesco Entertainment,0.12,,,"MicroProse, n-Space",M
Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.12,50,5,Ubisoft Quebec,T
Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,Konami Digital Entertainment,0.12,,,,
Rock Band: Metal Track Pack,PS3,2009,Misc,MTV Games,0.12,,,Harmonix Music Systems,T
Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0.12,75,8.4,Spicy Horse,M
Barbie as The Island Princess,PS2,2007,Adventure,Activision,0.12,,,"Human Soft, Ivolgamus",E
Crime Killer,PS,1998,Racing,Interplay,0.12,,,,
Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,0.12,,,,
Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,Eidos Interactive,0.12,43,,Paradox Development,M
Raiden IV,X360,2008,Shooter,Moss,0.12,63,7.8,Moss,E10+
MX vs. ATV Untamed,DS,2007,Racing,THQ,0.12,61,,Rainbow Studios,E
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.12,75,7.8,Ubisoft Toronto,M
SD Gundam G Generation-F.I.F,PS,2001,Strategy,Namco Bandai Games,0.12,,,,
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,0.12,,,,
Rubik's World,DS,2008,Puzzle,Game Factory,0.12,66,,Two Tribes,E
Zenses: Ocean,DS,2008,Puzzle,Game Factory,0.12,56,,Shin'en,E
Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.12,64,7.4,Sonic Team,T
Peggle: Dual Shot,DS,2009,Puzzle,PopCap Games,0.12,84,8.2,Q Entertainment,E
NPPL: Championship Paintball 2009,Wii,2008,Shooter,Activision Value,0.12,,7.7,FUN Labs,E10+
Spider-Man: Edge of Time,3DS,2011,Action,Activision,0.12,50,6.4,Beenox,T
Cruis'n,Wii,2007,Racing,Midway Games,0.12,25,3.7,Midway Studios - San Diego,E
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0.12,73,7.3,Omega Force,T
Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft,0.12,,,,
Castlevania: Curse of Darkness,XB,2005,Action,Konami Digital Entertainment,0.12,74,7,Konami,M
SimAnimals Africa,Wii,2009,Simulation,Electronic Arts,0.12,53,,Electronic Arts,E
Love Live! School Idol Paradise,PSV,2014,Misc,Kadokawa Games,0.12,,,,
Lost Planet 3,X360,2013,Shooter,Capcom,0.12,58,5.8,Spark Unlimited,T
Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,0.12,64,7.7,Ubisoft Montreal,E10+
The Clique: Diss and Make Up,DS,2009,Adventure,Warner Bros. Interactive Entertainment,0.12,,,Gorilla Systems,E10+
Mobil 1 Rally Championship,PS,2000,Racing,Electronic Arts,0.12,,,,
USA Today Crossword Challenge,DS,2008,Puzzle,Destineer,0.12,,,Sanuk Games,T
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002,Fighting,Spike,0.12,,,,
Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,0.12,72,7,RFX Interactive,T
Charm Girls Club: My Perfect Prom,DS,2009,Simulation,Electronic Arts,0.12,,,Griptonite Games,E
Marvel Trading Card Game,DS,2007,Misc,Konami Digital Entertainment,0.12,61,4.9,1st Playable Productions,T
Rugrats: Totally Angelica,PS,2001,Adventure,THQ,0.12,,,,
Nightshade,PS2,2003,Action,Sega,0.12,68,7.7,Wow Entertainment,M
Brunswick Pro Bowling,3DS,2011,Sports,Crave Entertainment,0.12,,,"Farsight Studios, Crave",E
CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft,0.12,45,7.3,369 Interactive,M
Wipeout 2,PS3,2011,Misc,Activision,0.12,,,Endemol,E10+
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.12,77,7.3,TT Games,E10+
Ultimate Puzzle Games: Sudoku Edition,DS,2007,Puzzle,Telegames,0.12,,,puzzle.tv,E
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,Vivendi Games,0.12,73,8.4,Eurocom Entertainment Software,T
Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.12,55,8,Tamsoft,M
Hanagumi Taisen Columns,SAT,1997,Puzzle,Sega,0.12,,,,
Tropico 5,PC,2014,Simulation,Kalypso Media,0.12,75,7,Haemimont,T
Tales of Destiny 2,PSP,2007,Role-Playing,Namco Bandai Games,0.12,,,,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,0.12,57,,Konami,E10+
Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,0.12,54,3.8,Novarama,T
Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft,0.12,,,Ubisoft,E
The Price is Right: Decades,Wii,2011,Misc,Ubisoft,0.12,,,Ludia Inc.,E10+
Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,0.12,,,,
Dragon Ball: Origins,DS,2008,Action,Atari,0.12,78,7.5,Game Republic,T
Jikkyou Powerful Pro Baseball 2016,PS3,2016,Sports,Konami Digital Entertainment,0.12,,,,
FIFA 17,PC,2016,Sports,Electronic Arts,0.12,84,4.2,"EA Sports, EA Vancouver",E
After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,0.12,,,,
UN Squadron,SNES,1991,Shooter,Capcom,0.12,,,,
Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,0.12,,,,
Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,0.12,,,Page 44 Studios,E
Dora the Explorer: Journey to the Purple Planet,GC,2005,Adventure,Global Star,0.12,,,Take-Two Interactive,EC
Lunar 2: Eternal Blue,SAT,1998,Role-Playing,Kadokawa Shoten,0.12,,,,
NHL Powerplay '96,PS,1996,Sports,Virgin Interactive,0.12,,,,
Thousand Arms,PS,1998,Role-Playing,Atlus,0.12,,,,
Arctic Thunder,XB,2001,Racing,Midway Games,0.12,57,,Inland Productions,T
Barnyard,GC,2006,Action,THQ,0.12,66,,Blue Tongue Entertainment,E10+
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013,Misc,Ubisoft,0.12,,,,
Stolen Song,PS,1998,Adventure,Sony Computer Entertainment,0.12,,,,
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,0.12,66,7.4,From Software,T
